,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,label,trace_id,device_id,cluster_id,span_name
0,0.004912315,0.693190775,-0.203640486,0.59532212,0.35318960899999996,-0.061400644000000004,-0.278294946,-1.6504444180000002,0.75907246,-0.420487348,0.37214915600000004,1.4859729190000002,-0.798376447,1.8547276119999998,0.622631033,0.9630825409999999,0.301464348,0.193113439,0.23149795,-0.289785745,-0.493293969,0,0,0,0,a
1,0.11072935199999999,-0.079902591,-0.203640486,1.268942343,0.39624556899999996,-0.061400644000000004,-0.278294946,-1.710269883,0.75907246,-0.420487348,0.8827944670000001,1.4859729190000002,-0.798376447,1.8547276119999998,0.278624569,0.9630825409999999,0.301464348,0.129265352,0.093563441,-0.256385411,-0.493293969,0,1,1,1,a
2,0.21654638899999998,-0.272444657,-0.203640486,1.050988365,0.148752525,-0.061400644000000004,-0.278294946,-1.710269883,1.1065089259999998,-0.420487348,2.516859464,1.14178027,-1.332930546,0.314688495,2.3426633519999998,-0.488278885,0.061002043,0.065417265,0.024596186000000003,-0.256385411,1.140017528,0,2,2,2,a
3,0.004912315,0.727346047,-0.203640486,1.2121707659999998,-0.6835984740000001,-0.061400644000000004,-0.278294946,-1.710269883,1.1065089259999998,-0.420487348,1.989192642,1.14178027,-1.332930546,0.314688495,1.654650424,-0.488278885,0.061002043,0.193113439,0.093563441,-0.323186078,1.140017528,0,3,3,3,a
4,-0.10090472199999999,0.36359451200000004,1.32136618,1.02712032,0.141358543,-0.061400644000000004,-0.278294946,-0.9923643,-0.051612625999999995,-0.420487348,0.797686915,-0.208513969,-0.08563764900000001,-0.565333857,0.278624569,-0.488278885,-0.05922911,0.065417265,0.024596186000000003,-0.456787413,1.140017528,0,4,4,4,a
5,-0.10090472199999999,1.375314212,4.484914127,0.480555753,-0.19186918600000002,-0.061400644000000004,-0.278294946,-0.9923643,0.064199529,-0.420487348,-0.478926364,0.347489541,-0.691465627,-0.34532826899999997,-0.7533948229999999,-0.488278885,0.301464348,0.256961526,0.300465204,-0.356586412,1.140017528,0,5,5,5,a
6,-0.20672175899999998,0.556292546,8.394663197,-0.177407645,0.942922248,-0.061400644000000004,1.104415979,-1.4111425569999998,0.99069677,-0.420487348,-0.053388604000000006,0.877016694,-0.834013387,0.534694084,0.966637497,-0.488278885,0.42169550100000003,-0.50921552,-0.113338323,1.847835603,-0.493293969,0,6,6,6,a
7,-0.20672175899999998,0.488734909,7.812425925,-0.174563843,0.674478386,-0.061400644000000004,2.0307167,-1.530793487,0.99069677,-0.420487348,0.08278347900000001,0.877016694,-0.834013387,0.534694084,-0.409388359,-0.488278885,-0.11934468599999999,-0.38151934600000004,-0.251272832,0.745624595,-0.493293969,0,7,7,7,a
8,-0.20672175899999998,0.61952964,9.102202747,-0.038886933,0.800570737,-0.061400644000000004,-0.278294946,-1.231666161,0.75907246,-0.420487348,0.45725670700000004,1.353591131,-1.332930546,0.754699672,0.278624569,-0.488278885,0.42169550100000003,-0.317671259,0.093563441,1.647433601,1.140017528,0,8,8,8,a
9,-0.20672175899999998,-0.200597708,9.302999355,0.35411203700000005,0.703455831,-0.061400644000000004,2.079984295,-1.291491626,0.52744815,-0.420487348,0.09980498900000001,0.665205833,-1.119108906,-0.34532826899999997,0.622631033,-0.488278885,-0.17946026199999998,-0.573063607,-0.5271418489999999,0.51182226,1.140017528,0,9,9,9,a
